1000 20 10000
850	2	2.1
281	5	1.2
944	13	4.8
733	12	2.0
92	11	3.6
478	11	2.6
884	8	3.6
936	15	1.8
594	7	0.7
699	10	2.5
33	19	0.3
339	19	2.2
218	14	3.5
493	15	4.1
538	7	4.6
467	16	1.6
874	11	2.8
22	17	1.3
564	7	2.1
104	3	0.9
750	15	1.7
356	18	1.5
266	17	2.6
390	10	2.3
102	16	2.4
350	18	1.6
85	5	2.2
806	4	4.4
403	4	2.6
822	8	2.3
714	12	4.0
30	10	4.0
964	9	4.4
991	20	3.8
798	20	4.0
854	1	1.3
565	14	1.3
521	17	3.2
606	20	3.4
634	17	2.0
659	12	3.3
309	9	2.5
974	13	1.5
982	3	1.8
640	8	3.6
117	8	2.8
903	19	1.3
748	17	2.0
990	7	0.3
308	17	0.3
622	5	0.8
725	2	2.5
350	9	1.1
117	4	2.3
14	1	2.4
399	20	3.7
68	15	1.0
646	7	2.1
819	6	4.1
390	18	2.6
859	14	4.8
326	19	2.4
510	16	1.6
905	8	2.1
991	2	4.5
795	2	3.6
94	9	1.4
150	19	4.3
599	15	4.9
284	12	0.9
231	10	2.4
268	9	2.1
945	12	2.0
11	14	1.2
589	15	2.7
396	5	0.9
584	17	1.3
519	13	2.0
237	10	4.7
643	11	2.0
770	20	2.0
230	4	0.2
780	4	1.4
371	2	1.0
645	8	4.4
855	14	2.4
556	3	2.1
734	5	4.8
716	12	4.2
39	17	3.4
141	18	2.7
632	17	3.8
338	10	3.4
320	11	1.2
730	4	3.1
199	20	0.3
754	16	0.0
255	15	2.9
941	16	1.2
957	16	4.8
134	9	2.0
184	7	4.8
822	4	3.3
424	20	3.1
424	13	1.0
372	11	4.0
666	8	4.2
601	2	3.0
74	9	3.3
328	17	1.2
394	4	4.4
456	11	3.6
993	13	1.1
702	6	3.9
775	4	2.4
565	12	2.7
742	9	3.3
359	20	2.4
127	1	0.4
399	12	5.0
966	12	0.8
774	5	1.9
387	12	2.3
404	10	3.7
830	5	1.8
602	7	2.9
872	17	2.1
884	3	0.3
727	5	4.7
214	14	0.2
713	6	4.9
762	13	1.1
310	5	1.4
951	17	0.5
943	7	0.7
261	9	3.5
236	2	1.4
793	20	3.9
479	15	2.9
909	18	1.6
584	1	2.6
341	10	4.2
321	11	4.0
855	7	4.5
462	8	1.5
407	5	3.4
365	15	4.2
827	15	0.5
203	4	4.9
182	18	1.8
273	15	0.8
314	20	2.8
880	2	2.1
214	14	2.3
615	1	1.4
388	8	1.6
109	10	1.5
191	6	3.2
232	11	0.5
127	7	4.4
543	15	3.6
525	17	2.9
650	17	2.2
154	6	4.7
728	19	0.4
815	17	0.6
482	20	3.5
760	13	2.6
928	10	4.8
101	8	1.6
942	15	3.6
735	20	0.5
958	11	1.6
32	3	1.8
715	9	4.6
787	3	1.1
839	2	2.2
267	16	2.5
927	16	4.1
617	6	4.4
344	19	0.4
990	17	4.7
953	14	2.3
617	15	3.7
900	13	2.9
369	11	4.9
847	20	2.0
902	14	2.8
16	9	4.5
864	10	1.8
130	20	3.4
133	16	2.4
541	4	1.8
335	2	3.9
603	15	4.0
409	1	3.5
543	7	3.1
697	18	4.1
506	9	1.9
614	6	0.6
708	10	4.1
209	17	1.5
112	19	4.7
128	6	4.5
489	20	0.4
745	16	3.1
572	13	0.4
801	16	2.1
509	18	2.1
640	11	2.8
803	20	0.1
116	3	3.8
389	14	0.1
198	17	4.2
218	18	3.4
713	6	3.5
52	16	4.8
61	18	4.3
759	12	2.3
650	16	3.7
162	20	4.5
709	19	3.9
602	15	4.4
102	14	4.5
986	12	2.5
868	18	0.5
234	18	0.8
928	5	2.9
136	12	3.3
421	10	4.5
999	10	4.1
929	4	0.7
874	11	0.2
146	8	2.0
131	2	2.9
635	1	4.0
782	11	2.4
544	16	2.8
275	11	3.8
524	2	1.6
997	14	3.0
492	18	0.2
964	1	3.0
265	3	4.3
364	1	1.6
522	16	2.6
312	17	0.6
187	14	0.6
416	18	3.9
14	17	3.5
717	20	2.0
364	10	3.6
720	3	4.0
392	6	3.3
343	5	4.4
949	16	2.5
349	13	4.1
787	10	1.5
233	4	2.4
487	5	1.6
750	2	1.3
290	15	3.7
248	11	0.2
824	8	3.9
995	10	3.2
125	12	1.5
256	14	2.0
207	11	2.0
171	2	0.6
260	20	0.3
525	7	1.6
930	4	0.6
944	16	1.2
583	16	3.3
4	3	1.0
595	17	0.3
950	9	2.8
931	8	2.1
908	7	4.1
177	12	2.0
822	11	4.0
899	20	2.8
283	16	1.3
165	6	0.5
566	3	0.4
764	3	3.5
734	15	3.1
393	19	2.7
475	17	3.7
756	4	3.2
415	1	4.1
20	5	1.3
571	2	1.2
705	15	2.8
79	19	3.0
358	6	3.2
895	14	1.9
149	15	3.5
764	19	0.0
672	2	3.9
73	12	1.9
354	9	4.3
156	12	1.0
29	2	0.7
664	7	2.2
336	14	1.4
334	3	0.5
419	15	1.2
613	14	4.7
699	7	0.1
964	16	3.0
451	18	2.5
673	12	1.0
729	13	3.0
577	15	3.1
25	4	0.6
664	17	4.8
50	9	2.8
941	3	2.7
603	5	3.3
347	15	1.3
133	15	4.3
490	14	2.3
908	7	0.1
587	7	0.3
547	2	3.5
369	13	3.6
78	18	0.6
689	7	3.7
201	12	4.2
677	9	4.6
493	15	3.3
905	1	2.6
275	5	3.1
640	18	4.2
896	17	2.8
602	16	3.4
564	17	0.9
201	4	2.0
865	17	2.2
20	16	3.0
658	18	4.5
25	13	4.1
463	2	1.1
305	14	1.6
153	13	0.9
408	20	0.8
524	6	1.6
473	3	0.9
733	9	3.9
423	15	3.5
957	16	1.8
181	4	4.4
501	12	0.9
929	2	1.7
590	15	4.7
252	16	4.7
20	18	2.2
275	17	0.4
851	13	4.6
182	18	3.9
542	12	3.8
282	2	1.1
603	10	2.3
270	4	3.0
779	14	1.2
506	15	0.6
303	5	4.7
89	18	2.4
922	8	3.5
163	17	0.3
353	8	0.0
99	14	1.0
872	9	3.4
375	6	3.9
78	9	1.4
745	19	4.2
915	1	2.5
863	13	4.9
552	1	0.8
266	11	4.3
234	2	1.1
155	14	4.2
333	18	1.2
244	19	1.5
287	18	1.0
627	15	0.7
248	17	4.0
5	18	0.7
996	17	3.5
677	15	0.8
958	5	0.7
659	17	4.8
973	14	4.6
203	10	4.8
501	2	2.7
701	14	1.7
606	10	3.3
584	7	0.7
944	17	0.5
524	14	2.9
174	5	2.2
88	10	4.6
300	8	1.0
512	18	3.7
165	13	1.7
530	10	3.1
562	10	3.1
608	10	1.6
299	18	4.4
115	1	1.9
700	10	3.2
1	18	4.7
894	19	1.0
567	12	2.1
488	12	3.5
804	3	3.7
872	11	0.3
98	14	3.7
356	9	1.4
597	12	2.8
477	4	1.8
406	6	3.1
41	1	4.9
907	17	0.4
241	20	1.4
212	7	0.5
698	19	4.9
789	3	0.9
958	7	2.1
531	16	3.5
503	19	1.2
83	15	3.3
225	4	3.1
559	1	4.3
208	9	4.2
56	3	1.8
70	9	5.0
491	2	0.8
569	10	0.9
353	9	1.6
605	6	2.3
836	12	3.7
668	18	0.1
527	8	4.6
22	11	0.5
93	19	0.3
967	12	4.7
854	14	4.9
630	18	3.4
982	20	3.7
933	8	3.7
629	5	3.4
241	14	1.1
318	5	2.0
265	15	4.4
391	8	3.5
130	12	3.5
995	20	0.5
535	17	2.0
421	12	4.4
453	10	0.3
255	11	4.1
384	3	0.4
21	5	3.3
717	9	2.2
415	1	1.7
659	16	1.5
811	11	3.8
520	12	4.2
252	9	2.6
953	8	3.8
570	9	0.3
529	17	0.6
724	4	4.3
646	16	4.4
206	18	4.0
720	11	4.1
738	1	2.9
344	15	1.2
309	5	2.7
353	14	3.1
73	1	3.7
56	8	4.6
248	16	4.9
134	14	1.6
141	10	1.3
426	5	3.0
762	14	3.0
72	15	0.9
623	4	0.0
257	7	4.5
128	11	2.0
501	5	4.2
980	18	2.9
821	7	3.9
990	16	3.1
536	16	1.7
788	6	1.0
491	12	3.0
646	5	2.9
693	19	4.1
571	6	0.2
626	8	0.4
303	16	4.8
143	3	1.5
549	1	1.7
320	13	0.7
970	19	1.8
41	18	3.3
661	11	4.4
1000	7	1.4
229	10	3.7
917	19	2.4
157	5	2.4
131	10	2.2
659	15	4.0
261	13	3.6
451	2	1.4
755	5	3.5
306	13	4.8
340	9	4.9
857	8	0.0
228	12	1.2
748	10	0.9
359	14	2.1
297	17	0.3
859	5	3.8
444	3	4.5
158	20	4.9
252	6	0.1
77	17	3.9
256	4	4.9
544	8	4.3
412	18	0.5
265	2	0.6
990	13	0.2
10	5	3.6
33	15	0.4
829	12	0.6
772	15	2.6
47	17	4.0
577	6	1.0
549	9	2.6
593	13	0.4
528	19	4.5
477	14	0.5
810	6	1.3
221	10	3.1
290	2	0.1
242	14	3.1
565	17	2.9
747	6	4.1
142	1	2.0
254	1	3.4
490	4	4.2
378	2	4.5
427	13	1.4
859	19	1.1
81	12	4.2
612	12	0.9
474	19	4.8
932	5	1.7
224	4	1.7
866	17	0.3
529	11	2.9
551	13	3.4
895	14	0.9
172	5	1.5
343	5	2.9
578	19	2.6
479	4	1.5
492	3	3.2
167	16	2.5
591	10	2.9
31	15	2.5
693	5	0.9
235	14	1.2
753	13	2.4
773	20	0.2
79	17	2.9
793	11	0.5
307	9	4.5
421	19	1.9
810	7	0.2
133	15	4.0
975	20	2.8
763	5	1.6
67	2	1.8
547	16	2.8
978	6	0.8
240	7	3.1
736	14	4.6
898	19	0.3
916	1	3.2
402	18	1.2
452	12	1.5
62	19	0.2
394	7	4.2
474	5	2.4
610	6	0.2
362	20	3.6
648	12	2.0
107	6	2.7
105	18	1.2
757	6	5.0
258	20	3.7
945	18	3.6
260	5	3.8
303	4	0.0
718	6	1.1
435	17	3.4
227	8	0.9
108	14	1.0
833	14	2.8
883	5	0.4
871	3	1.8
632	15	1.1
167	3	0.3
543	14	0.5
93	6	3.6
690	13	4.0
692	10	1.2
341	14	4.2
427	18	2.0
493	3	4.4
341	1	0.8
698	3	0.4
633	19	2.6
624	11	2.4
101	18	1.3
503	5	0.8
799	7	2.6
559	7	4.1
588	15	2.9
106	17	0.1
14	7	1.1
103	5	1.7
179	13	2.0
1	17	4.9
533	19	0.6
336	12	3.6
793	6	0.1
706	5	2.8
321	1	4.4
626	20	4.7
103	13	0.8
640	14	2.4
23	11	1.2
810	3	1.1
142	2	2.1
507	2	4.7
521	9	0.4
114	3	1.8
896	14	4.2
277	6	2.8
673	12	4.8
288	17	3.9
306	19	0.1
82	12	0.2
485	1	4.2
946	9	3.4
644	11	2.5
185	17	3.5
110	5	3.6
591	3	3.2
953	7	4.3
426	4	1.7
840	14	0.3
827	14	1.2
540	10	2.7
89	6	2.2
697	6	4.7
155	13	4.7
362	5	0.5
770	1	0.3
102	10	0.2
493	12	3.6
860	17	2.8
455	11	2.3
599	12	3.2
8	9	0.9
437	1	4.2
429	4	0.4
205	7	3.3
529	5	1.4
971	16	2.8
846	8	4.4
223	10	3.1
203	5	3.2
243	3	4.2
64	3	2.7
177	16	2.4
857	9	0.5
289	3	4.6
752	19	4.4
542	8	3.4
168	8	2.2
648	2	4.0
301	4	1.5
183	3	2.4
1000	14	4.7
662	11	2.4
23	10	4.6
842	6	0.1
336	20	0.6
102	12	2.9
60	12	4.0
385	10	3.5
86	3	4.1
373	14	0.8
294	19	4.9
767	7	0.2
94	1	1.2
346	8	1.0
757	19	1.1
687	9	2.9
724	5	0.0
265	6	4.2
810	18	0.4
58	1	1.1
971	17	0.1
622	16	0.9
368	2	0.2
361	4	1.9
607	13	3.9
740	17	0.8
58	14	3.5
355	3	0.5
852	13	2.8
433	13	4.9
150	16	0.1
306	14	2.1
773	14	3.8
185	18	1.0
277	10	0.5
147	17	2.9
207	10	0.8
91	13	0.7
505	18	4.7
990	9	1.9
329	10	2.8
461	8	0.1
996	9	1.2
770	11	1.7
516	15	2.5
378	19	3.3
356	10	2.8
472	14	0.1
350	4	1.7
128	12	3.6
821	9	4.8
980	4	4.9
682	11	1.4
505	10	4.4
517	1	4.6
549	20	3.4
959	19	3.5
430	11	4.5
151	13	3.7
561	2	0.6
694	3	3.5
20	5	3.1
420	19	1.3
530	17	2.1
868	9	1.4
251	13	4.4
486	13	4.8
703	5	2.8
286	12	2.9
508	7	3.8
148	8	2.9
313	16	4.1
738	1	2.0
521	2	4.3
638	13	4.4
321	4	0.7
87	12	4.2
12	2	1.1
447	19	0.4
725	16	2.9
784	19	4.4
250	15	1.8
193	10	3.8
728	19	0.2
799	9	2.9
21	13	1.3
710	15	4.4
404	18	1.2
923	14	0.9
83	19	0.3
599	9	3.8
696	10	2.3
863	6	4.9
638	17	1.0
434	13	2.4
437	5	0.4
9	17	0.1
547	9	3.5
890	16	2.7
920	8	3.1
142	6	2.9
514	3	0.7
515	1	1.3
693	8	2.2
962	15	4.4
600	14	0.7
934	5	2.9
338	17	2.5
976	20	0.1
992	4	4.2
399	17	0.8
452	7	2.1
370	5	2.3
459	11	2.6
333	5	1.6
977	7	2.2
678	11	0.7
879	16	2.0
837	10	0.6
870	17	2.6
559	17	4.3
602	16	5.0
22	2	1.6
816	2	0.8
93	13	4.7
492	4	3.9
86	1	2.1
160	18	2.8
51	16	2.6
166	20	4.5
281	4	4.0
970	14	3.1
823	13	4.5
908	12	2.7
545	1	0.8
877	8	4.8
978	6	4.1
51	6	1.5
293	3	2.7
807	19	3.9
918	4	4.9
875	4	1.5
307	15	1.1
756	16	4.2
666	15	0.2
664	1	3.0
680	17	2.4
77	2	1.2
516	3	1.9
702	12	0.3
165	1	0.5
678	1	2.7
279	5	4.3
447	10	2.9
51	8	3.4
886	14	2.5
612	19	3.5
224	18	3.8
877	14	2.0
921	7	0.7
589	6	3.6
328	8	0.5
413	12	2.5
45	11	4.4
368	5	3.7
99	20	3.9
499	3	3.7
774	8	4.8
1000	18	4.8
399	3	3.8
599	9	2.2
376	17	1.8
349	18	0.6
253	17	2.9
798	10	2.8
510	19	0.8
98	7	3.9
793	19	4.4
35	13	0.6
704	8	3.0
241	8	4.7
534	16	1.4
365	19	0.5
444	13	3.3
246	13	1.2
6	2	1.8
612	7	4.3
675	6	4.7
550	1	3.2
951	10	0.6
348	20	4.7
954	13	2.9
758	12	0.4
247	2	2.5
874	20	3.8
112	12	3.4
831	15	4.2
605	7	4.4
840	1	4.7
957	3	1.1
649	3	0.6
956	10	1.1
534	9	3.9
767	14	4.5
9	17	4.2
430	3	0.0
292	9	3.1
392	13	1.7
942	13	4.2
64	14	3.9
329	17	1.7
797	3	3.4
411	7	1.0
16	20	0.3
167	2	1.1
742	20	2.0
995	18	2.4
301	16	2.1
998	10	2.7
351	17	1.4
470	20	3.6
646	5	1.3
825	5	1.8
945	4	4.2
164	4	1.2
393	20	1.8
531	20	1.5
874	10	3.4
732	4	4.4
40	20	4.6
583	3	3.4
811	11	1.8
814	14	4.4
700	13	4.7
61	2	1.0
355	13	4.8
24	5	3.3
620	4	1.4
927	8	0.6
286	19	0.5
879	4	4.0
297	13	2.6
756	18	1.1
647	1	1.4
553	10	2.3
680	13	4.9
641	8	2.9
72	4	3.7
615	9	2.2
853	16	1.0
964	17	4.8
3	5	1.1
566	10	4.6
751	14	0.2
155	10	0.9
788	9	3.7
498	19	0.9
736	4	0.6
594	18	3.2
487	13	1.1
75	11	1.0
650	9	1.5
343	6	1.4
779	8	4.5
850	12	1.8
229	19	1.2
168	12	4.7
904	11	3.7
515	12	0.3
566	20	4.7
133	20	0.8
462	2	1.3
673	8	4.4
824	20	1.2
279	14	2.9
5	7	4.4
312	2	3.1
68	4	0.6
192	2	4.5
204	4	3.3
629	14	1.1
701	1	2.3
722	7	2.3
218	8	4.5
286	14	2.7
136	9	1.7
878	19	3.7
201	15	2.0
569	1	0.7
154	19	3.7
914	11	2.1
367	5	3.6
942	3	0.9
489	6	2.8
752	15	0.6
520	18	1.5
678	8	1.0
393	8	2.5
697	19	0.2
27	4	4.5
607	2	1.7
659	2	1.0
129	3	1.4
157	19	3.5
71	7	2.7
809	3	0.1
762	4	4.7
171	3	0.1
837	13	3.8
536	5	2.5
77	9	3.4
200	1	4.2
417	19	0.3
930	15	0.7
277	2	1.3
475	3	1.9
467	20	1.2
608	10	2.6
518	6	1.2
75	8	4.2
772	3	1.6
946	5	0.5
501	11	2.4
931	7	3.0
624	4	0.7
221	7	2.1
555	19	3.8
252	7	1.3
992	7	0.0
713	9	0.6
121	5	1.9
551	9	0.4
390	16	4.0
528	14	2.2
233	6	2.9
989	15	2.7
388	18	1.4
211	7	2.4
801	17	4.9
538	2	4.9
856	10	3.6
394	18	0.2
582	16	1.0
62	1	3.0
81	9	2.2
697	17	4.1
413	4	4.1
557	5	3.1
663	4	4.7
101	1	2.9
21	8	0.6
918	5	2.8
748	14	0.4
103	3	1.6
545	8	1.0
438	13	3.6
375	19	2.5
612	7	4.7
566	1	2.5
317	18	2.4
677	18	2.5
158	10	2.6
278	2	1.7
993	17	0.6
160	3	0.2
800	7	0.9
222	14	4.1
750	4	1.0
12	7	4.6
837	6	1.1
992	8	0.5
434	12	1.1
357	12	4.7
829	18	4.0
141	16	4.4
435	13	3.3
271	2	1.5
274	1	4.5
644	7	1.8
537	6	0.1
494	15	3.5
756	11	3.2
529	1	4.9
984	18	4.5
334	3	3.1
587	3	3.2
892	2	2.7
628	2	0.7
929	1	3.8
831	12	2.7
946	12	0.5
407	10	2.7
555	12	1.7
710	20	2.9
279	8	1.7
2	7	4.5
810	19	2.2
874	9	0.6
889	11	3.0
722	18	3.5
746	15	3.2
927	6	4.8
531	18	1.0
789	2	1.5
268	14	4.7
47	20	2.5
65	17	3.6
484	7	2.8
321	18	0.7
774	11	3.9
792	16	0.8
569	10	1.2
504	18	4.5
24	10	3.9
715	6	2.2
289	19	3.1
665	3	3.2
714	8	4.3
221	13	4.2
398	5	2.9
182	3	3.4
19	3	3.8
763	12	3.3
521	11	2.6
502	13	2.2
207	7	0.5
323	4	4.7
331	19	1.2
216	18	0.2
278	18	3.8
30	20	1.8
33	5	4.8
513	12	2.2
778	11	2.7
231	1	1.4
704	6	0.6
889	16	0.4
708	18	0.1
509	16	3.1
779	6	1.9
904	19	4.0
351	6	2.7
735	4	1.9
319	6	4.1
382	11	2.7
137	19	3.9
184	11	1.9
827	7	2.0
449	3	1.2
354	2	0.3
637	11	0.4
584	13	0.5
899	3	1.8
221	4	2.1
768	17	4.7
808	15	2.3
499	10	1.8
675	10	0.0
607	1	4.6
323	16	1.3
912	2	4.9
638	12	3.7
711	3	0.1
763	14	3.3
170	1	4.6
647	2	0.5
869	8	1.1
687	20	1.8
137	9	1.6
88	13	1.7
443	12	2.9
748	14	4.9
187	19	3.2
927	19	2.5
792	7	3.1
16	8	4.1
271	11	0.2
290	10	3.6
26	6	3.1
934	8	1.2
21	16	1.5
404	12	3.0
572	5	0.5
762	4	4.8
662	13	1.8
594	7	2.3
625	12	3.8
315	11	3.6
723	6	2.5
771	3	1.3
282	3	0.1
186	1	2.0
183	10	3.6
806	9	0.0
305	14	1.6
425	7	3.8
934	18	4.5
532	3	0.1
752	16	4.6
697	3	1.8
707	19	2.8
29	5	0.8
131	4	3.4
351	1	3.8
622	2	1.2
212	17	1.8
176	19	4.7
920	11	3.8
813	2	3.4
903	17	4.8
764	5	4.5
329	11	3.8
3	13	4.2
133	3	4.8
84	20	1.4
586	14	0.1
665	19	1.0
338	15	4.0
632	2	4.5
409	9	4.2
248	19	3.6
287	16	3.7
305	19	1.3
65	12	2.1
674	19	3.2
884	20	2.4
323	18	5.0
307	3	3.6
227	11	4.3
635	2	1.4
312	17	4.5
9	4	4.7
908	14	2.7
373	6	3.6
799	19	3.9
131	19	2.1
437	2	2.5
697	8	3.0
566	8	4.4
598	14	1.1
132	16	4.3
158	18	4.7
130	14	1.2
745	1	4.8
801	4	4.4
128	14	1.3
986	2	0.1
797	10	4.6
573	15	3.5
7	3	3.2
983	20	0.4
420	17	2.0
566	18	4.0
451	4	1.8
162	20	3.5
481	8	1.8
836	13	4.7
880	18	2.3
594	20	4.4
356	3	2.8
16	18	1.0
81	7	2.0
124	2	1.0
414	1	2.5
607	15	2.9
450	9	1.3
82	7	0.5
323	15	2.9
830	14	4.1
403	19	2.8
11	11	4.5
225	4	0.4
39	10	0.8
342	13	2.1
405	1	0.1
644	18	4.3
118	9	4.9
210	16	2.9
526	15	3.3
688	3	4.4
736	16	4.2
285	5	2.6
956	8	4.4
992	15	3.5
148	11	1.3
548	5	0.3
762	17	1.7
150	20	0.8
592	20	2.6
533	16	0.6
428	5	3.2
848	12	5.0
672	13	1.9
595	8	0.8
229	5	0.9
747	14	2.7
863	19	0.6
924	15	1.6
448	6	1.3
63	4	2.8
377	1	4.4
844	8	2.0
272	5	0.8
200	4	1.7
41	19	0.4
620	14	0.9
957	2	0.8
675	4	0.2
329	8	0.4
107	8	1.1
113	17	3.6
187	15	3.6
590	4	0.2
625	19	2.4
611	6	2.7
747	13	3.1
565	4	1.6
613	3	0.3
118	12	3.5
498	4	1.4
666	7	2.9
746	19	4.0
451	3	3.5
915	17	1.8
978	19	4.1
166	10	0.7
28	4	1.7
575	18	1.9
562	2	3.7
970	20	3.0
284	7	3.9
404	11	1.8
14	16	0.2
573	10	0.9
47	9	2.1
44	1	3.3
30	9	4.6
756	12	1.3
72	8	0.7
633	20	1.6
328	14	2.8
1	9	3.9
124	8	2.8
866	6	3.9
802	1	0.6
981	7	3.9
696	14	2.2
479	14	1.9
397	13	0.3
553	5	1.3
338	16	2.8
870	20	4.3
405	3	2.9
910	3	3.4
455	6	0.7
750	16	0.6
111	1	0.2
216	1	2.5
514	14	3.5
972	7	0.1
823	17	2.6
504	20	3.3
209	18	3.4
484	6	3.0
138	12	3.0
847	7	4.6
417	8	2.0
566	8	0.0
834	20	0.1
34	16	1.7
770	5	3.4
988	9	1.2
805	7	4.6
167	11	3.6
273	17	4.5
491	7	2.1
151	20	0.6
